,id_user,user_name,created_at,followers,following,text,text_stemmed,text_lemmatized
2205,1173303267138424832,Cm.F,2019-09-15 18:31:12,50,118,"['done', 'park', 'watched', 'real', 'sport', 'version', 'use', 'feet']","['done', 'park', 'watch', 'real', 'sport', 'version', 'use', 'feet']","['done', 'park', 'watched', 'real', 'sport', 'version', 'use', 'foot']"
2207,1173303247882338304,Benjamin,2019-09-15 18:31:07,9533,2427,"['half', 'makes', 'cricket', 'amazing', 'link', 'past', 'today', 'get', 'sport', 'sacking', 'two', 'loss', 'us', 'name', 'diversity']","['half', 'make', 'cricket', 'amaz', 'link', 'past', 'today', 'get', 'sport', 'sack', 'two', 'loss', 'us', 'name', 'divers']","['half', 'make', 'cricket', 'amazing', 'link', 'past', 'today', 'get', 'sport', 'sacking', 'two', 'loss', 'u', 'name', 'diversity']"
2208,1173303242844966912,Takoeza,2019-09-15 18:31:06,10,49,"['autumn', 'envelopes', 'newborns', 'five', 'star', 'knitted', 'sleeping', 'bags', 'winter', 'button', 'infant', 'baby', 'swaddle', 'wrap', 'sleep', 'sacks', 'thermal', 'fashion', 'sport', 'tech', 'lifestyle']","['autumn', 'envelop', 'newborn', 'five', 'star', 'knit', 'sleep', 'bag', 'winter', 'button', 'infant', 'babi', 'swaddl', 'wrap', 'sleep', 'sack', 'thermal', 'fashion', 'sport', 'tech', 'lifestyl']","['autumn', 'envelope', 'newborn', 'five', 'star', 'knitted', 'sleeping', 'bag', 'winter', 'button', 'infant', 'baby', 'swaddle', 'wrap', 'sleep', 'sack', 'thermal', 'fashion', 'sport', 'tech', 'lifestyle']"
2210,1173140725002903552,TheSunFootball,2019-09-15 07:45:19,425512,600,"['emery', 'defends', 'boss', 'prepares', 'make', 'fire', 'star', 'arsenal', 'new', 'captain']","['emeri', 'defend', 'boss', 'prepar', 'make', 'fire', 'star', 'arsen', 'new', 'captain']","['emery', 'defends', 'bos', 'prepares', 'make', 'fire', 'star', 'arsenal', 'new', 'captain']"
2212,1173303229934907393,John Clark BMW,2019-09-15 18:31:03,363,94,"['x', 'rugged', 'yet', 'refined', 'discover', 'iconic', 'model', 'today', 'follow', 'link', 'book', 'test', 'drive', 'rt', 'news', 'tech', 'travel', 'nature', 'cars', 'design', 'hot']","['x', 'rug', 'yet', 'refin', 'discov', 'icon', 'model', 'today', 'follow', 'link', 'book', 'test', 'drive', 'rt', 'news', 'tech', 'travel', 'natur', 'car', 'design', 'hot']","['x', 'rugged', 'yet', 'refined', 'discover', 'iconic', 'model', 'today', 'follow', 'link', 'book', 'test', 'drive', 'rt', 'news', 'tech', 'travel', 'nature', 'car', 'design', 'hot']"
2213,1173303224096501765,  ,2019-09-15 18:31:02,531,627,"['love', 'football', 'best', 'male', 'sport', 'hands']","['love', 'footbal', 'best', 'male', 'sport', 'hand']","['love', 'football', 'best', 'male', 'sport', 'hand']"
2214,1173303223668678668,TheLiveFeeds. com,2019-09-15 18:31:02,535,330,"['ashes', 'england', 'level', 'series', 'beating', 'final', 'test', 'sport']","['ash', 'england', 'level', 'seri', 'beat', 'final', 'test', 'sport']","['ash', 'england', 'level', 'series', 'beating', 'final', 'test', 'sport']"
2215,1173303223433801728,Phil Hurst,2019-09-15 18:31:02,286,427,"['digress', 'pay', 'fee', 'get', 'commercial', 'free', 'radio', 'adverts', 'pay', 'subscription', 'rip', 'sky', 'pay', 'subscription', 'get', 'watch', 'mind', 'numbing', 'adverts', 'talk', 'taking', 'sport', 'people']","['digress', 'pay', 'fee', 'get', 'commerci', 'free', 'radio', 'advert', 'pay', 'subscript', 'rip', 'sky', 'pay', 'subscript', 'get', 'watch', 'mind', 'numb', 'advert', 'talk', 'take', 'sport', 'peopl']","['digress', 'pay', 'fee', 'get', 'commercial', 'free', 'radio', 'advert', 'pay', 'subscription', 'rip', 'sky', 'pay', 'subscription', 'get', 'watch', 'mind', 'numbing', 'advert', 'talk', 'taking', 'sport', 'people']"
2216,1173274833632866305,BBCSport,2019-09-15 16:38:13,8015188,315,"['last', 'three', 'singles', 'matches', 'seal', 'sensational', 'victory', 'united', 'states', 'developing', 'report']","['last', 'three', 'singl', 'match', 'seal', 'sensat', 'victori', 'unit', 'state', 'develop', 'report']","['last', 'three', 'single', 'match', 'seal', 'sensational', 'victory', 'united', 'state', 'developing', 'report']"
2217,1173303215892377601,The Chronicle,2019-09-15 18:31:00,7234,128,"['wants', 'signs']","['want', 'sign']","['want', 'sign']"
2218,1173303215871410176,The Chronicle,2019-09-15 18:31:00,7234,128,"['need', 'keep', 'getting', 'job', 'done']","['need', 'keep', 'get', 'job', 'done']","['need', 'keep', 'getting', 'job', 'done']"
2220,1173303209433190400,Chris Bridges,2019-09-15 18:30:58,25,119,"['review', 'system', 'joke', 'vikings', 'got', 'screwed', 'mystery', 'offensive', 'pi', 'best', 'sport', 'ruined', 'overreaction', 'last', 'year', 'championship', 'mishap']","['review', 'system', 'joke', 'vike', 'got', 'screw', 'mysteri', 'offens', 'pi', 'best', 'sport', 'ruin', 'overreact', 'last', 'year', 'championship', 'mishap']","['review', 'system', 'joke', 'viking', 'got', 'screwed', 'mystery', 'offensive', 'pi', 'best', 'sport', 'ruined', 'overreaction', 'last', 'year', 'championship', 'mishap']"
2221,1173303206182412289,Egiftsfactory,2019-09-15 18:30:57,1,384,"['wireless', 'sport', 'earphone', 'month', 'guarantee', 'bill', 'superb', 'sound', 'doorstep', 'replacement', 'service', 'free', 'delivery', 'hour', 'battery', 'backup', 'best', 'rate', 'call']","['wireless', 'sport', 'earphon', 'month', 'guarante', 'bill', 'superb', 'sound', 'doorstep', 'replac', 'servic', 'free', 'deliveri', 'hour', 'batteri', 'backup', 'best', 'rate', 'call']","['wireless', 'sport', 'earphone', 'month', 'guarantee', 'bill', 'superb', 'sound', 'doorstep', 'replacement', 'service', 'free', 'delivery', 'hour', 'battery', 'backup', 'best', 'rate', 'call']"
2222,1173303202395111425,E-Sport,2019-09-15 18:30:57,475,287,"['rides', 'winner', 'return', 'saddle', 'search', 'song', 'wins', 'st', 'ledger', 'sport']","['ride', 'winner', 'return', 'saddl', 'search', 'song', 'win', 'st', 'ledger', 'sport']","['ride', 'winner', 'return', 'saddle', 'search', 'song', 'win', 'st', 'ledger', 'sport']"
2226,1173284915225538560,autosport,2019-09-15 17:18:17,314289,283,"['sport', 'crowned', 'gt', 'champion', 'controversial', 'finish', 'season', 'park']","['sport', 'crown', 'gt', 'champion', 'controversi', 'finish', 'season', 'park']","['sport', 'crowned', 'gt', 'champion', 'controversial', 'finish', 'season', 'park']"
2227,1173303187299811328,LoyalLeedsFan,2019-09-15 18:30:53,2444,2537,"['well', 'looks', 'like', 'entered', 'spirit', 'golf', 'great', 'sport', 'via']","['well', 'look', 'like', 'enter', 'spirit', 'golf', 'great', 'sport', 'via']","['well', 'look', 'like', 'entered', 'spirit', 'golf', 'great', 'sport', 'via']"
2228,1173303182161850372,Wack,2019-09-15 18:30:52,169,187,"['dancing', 'every', 'song', 'comes', 'radio', 'work', 'sport']","['danc', 'everi', 'song', 'come', 'radio', 'work', 'sport']","['dancing', 'every', 'song', 'come', 'radio', 'work', 'sport']"
2229,1173303166156382211,The OSss,2019-09-15 18:30:48,165,445,"['th', 'dangerous', 'country', 'possibly', 'worst', 'lynching', 'national', 'sport', 'still', 'ban', 'wake', 'smell', 'coffee', 'turning']","['th', 'danger', 'countri', 'possibl', 'worst', 'lynch', 'nation', 'sport', 'still', 'ban', 'wake', 'smell', 'coffe', 'turn']","['th', 'dangerous', 'country', 'possibly', 'worst', 'lynching', 'national', 'sport', 'still', 'ban', 'wake', 'smell', 'coffee', 'turning']"
2230,1173303164960985089,Tim Munton,2019-09-15 18:30:48,313,360,"['another', 'great', 'day', 'sport', 'summer', 'well', 'done', 'england', 'fair', 'result', 'deserved', 'retain', 'drawn', 'ashes', 'series', 'winners', 'great', 'summer', 'cricket', 'well', 'done', 'winning']","['anoth', 'great', 'day', 'sport', 'summer', 'well', 'done', 'england', 'fair', 'result', 'deserv', 'retain', 'drawn', 'ash', 'seri', 'winner', 'great', 'summer', 'cricket', 'well', 'done', 'win']","['another', 'great', 'day', 'sport', 'summer', 'well', 'done', 'england', 'fair', 'result', 'deserved', 'retain', 'drawn', 'ash', 'series', 'winner', 'great', 'summer', 'cricket', 'well', 'done', 'winning']"
2231,1173289010464264199,LAHK_AFC7,2019-09-15 17:34:33,268,374,"['right', 'interested', 'playing', 'style', 'anything', 'else', 'know', 'football', 'winning', 'competitive', 'sport', 'absolutely', 'clueless']","['right', 'interest', 'play', 'style', 'anyth', 'els', 'know', 'footbal', 'win', 'competit', 'sport', 'absolut', 'clueless']","['right', 'interested', 'playing', 'style', 'anything', 'else', 'know', 'football', 'winning', 'competitive', 'sport', 'absolutely', 'clueless']"
2232,1173303157910319113,adam moffat,2019-09-15 18:30:46,31,71,"['every', 'week', 'watching', 'om', 'tour', 'great', 'days', 'golf', 'sport', 'event', 'many', 'shots', 'ultimately', 'come', 'final', 'putt']","['everi', 'week', 'watch', 'om', 'tour', 'great', 'day', 'golf', 'sport', 'event', 'mani', 'shot', 'ultim', 'come', 'final', 'putt']","['every', 'week', 'watching', 'om', 'tour', 'great', 'day', 'golf', 'sport', 'event', 'many', 'shot', 'ultimately', 'come', 'final', 'putt']"
2233,1173303153632129029,Jeremy Williams,2019-09-15 18:30:45,3269,3150,"['sport', 'ashes', 'england', 'level', 'series', 'beating', 'final', 'test']","['sport', 'ash', 'england', 'level', 'seri', 'beat', 'final', 'test']","['sport', 'ash', 'england', 'level', 'series', 'beating', 'final', 'test']"
2234,1173253338902728704,foolishminister,2019-09-15 15:12:48,3733,3902,"['finding', 'right', 'reaction', 'send', 'group', 'chat', 'b', 'subject', 'change', 'extreme', 'sport', 'know']","['find', 'right', 'reaction', 'send', 'group', 'chat', 'b', 'subject', 'chang', 'extrem', 'sport', 'know']","['finding', 'right', 'reaction', 'send', 'group', 'chat', 'b', 'subject', 'change', 'extreme', 'sport', 'know']"
2240,1173303138679500804,SpartaJaca,2019-09-15 18:30:41,8,0,"['new', 'post', 'personal', 'published', 'sport', 'center']","['new', 'post', 'person', 'publish', 'sport', 'center']","['new', 'post', 'personal', 'published', 'sport', 'center']"
2242,1173303126629027840,Xerox,2019-09-15 18:30:38,590,676,"['go', 'win', 'unless', 'drive', 'demon', 'race', 'corolla', 'sport']","['go', 'win', 'unless', 'drive', 'demon', 'race', 'corolla', 'sport']","['go', 'win', 'unless', 'drive', 'demon', 'race', 'corolla', 'sport']"
2243,1173303121482801154,Alan Holborn,2019-09-15 18:30:37,1,3,"['ashes', 'england', 'level', 'series', 'beating', 'final', 'test']","['ash', 'england', 'level', 'seri', 'beat', 'final', 'test']","['ash', 'england', 'level', 'series', 'beating', 'final', 'test']"
2244,1172959035311738880,bnotloc,2019-09-14 19:43:21,523,268,"['hell', 'win', 'tonight', 'boys', 'papa', 'beautiful', 'sport']","['hell', 'win', 'tonight', 'boy', 'papa', 'beauti', 'sport']","['hell', 'win', 'tonight', 'boy', 'papa', 'beautiful', 'sport']"
2245,1173303117275901954,The Heartfelt Dodger,2019-09-15 18:30:36,55,185,"['sides', 'would', 'whitewashed', 'sides', 'fact', 'sport', 'u', 'pair', 'equally', 'matched', 'sides', 'competitors', 'u', 'get', 'exciting', 'sport', 'whatever', 'quality', 'sides', 'ashes', 'always', 'poor', 'viewing', 'side', 'good']","['side', 'would', 'whitewash', 'side', 'fact', 'sport', 'u', 'pair', 'equal', 'match', 'side', 'competitor', 'u', 'get', 'excit', 'sport', 'whatev', 'qualiti', 'side', 'ash', 'alway', 'poor', 'view', 'side', 'good']","['side', 'would', 'whitewashed', 'side', 'fact', 'sport', 'u', 'pair', 'equally', 'matched', 'side', 'competitor', 'u', 'get', 'exciting', 'sport', 'whatever', 'quality', 'side', 'ash', 'always', 'poor', 'viewing', 'side', 'good']"
2246,1173297957740797953,NewportsRocky,2019-09-15 18:10:06,1097,2900,"['missed', 'nights', 'episode', 'watch', 'two', 'tonight', 'bomber', 'mavericks', 'sport', 'lost', 'heroes', 'series', 'bomber', 'rocky', 'via', 'mavericks']","['miss', 'night', 'episod', 'watch', 'two', 'tonight', 'bomber', 'maverick', 'sport', 'lost', 'hero', 'seri', 'bomber', 'rocki', 'via', 'maverick']","['missed', 'night', 'episode', 'watch', 'two', 'tonight', 'bomber', 'maverick', 'sport', 'lost', 'hero', 'series', 'bomber', 'rocky', 'via', 'maverick']"
2247,1173302894310899712,WOWAAMU,2019-09-15 18:29:43,1070,943,"['good', 'sport', 'try', 'get', 'us', 'next', 'time', 'hey', 'see', 'black', 'homecoming']","['good', 'sport', 'tri', 'get', 'us', 'next', 'time', 'hey', 'see', 'black', 'homecom']","['good', 'sport', 'try', 'get', 'u', 'next', 'time', 'hey', 'see', 'black', 'homecoming']"
2248,1172949604922527744,BBCSport,2019-09-14 19:05:52,8015188,315,"['goal', 'year', 'old', 'taken', 'less', 'two', 'minutes', 'score', 'live']","['goal', 'year', 'old', 'taken', 'less', 'two', 'minut', 'score', 'live']","['goal', 'year', 'old', 'taken', 'le', 'two', 'minute', 'score', 'live']"
2249,1173102929403940864,TheSunFootball,2019-09-15 05:15:08,425512,600,"['still', 'group', 'ex', 'players']","['still', 'group', 'ex', 'player']","['still', 'group', 'ex', 'player']"
2250,1173302867215769602,PatGarofalo,2019-09-15 18:29:37,6893,859,"['sets', 'new', 'low', 'instant', 'review', 'call', 'crock', 'ruining', 'sport']","['set', 'new', 'low', 'instant', 'review', 'call', 'crock', 'ruin', 'sport']","['set', 'new', 'low', 'instant', 'review', 'call', 'crock', 'ruining', 'sport']"
2251,1173303089056690177,Franzi Maetzel,2019-09-15 18:30:30,44,70,"['totally', 'ready', 'coming', 'tomorrow', 'head', 'kid', 'skiing', 'happy', 'ready', 'sport', 'motivation', 'ski', 'enjoy']","['total', 'readi', 'come', 'tomorrow', 'head', 'kid', 'ski', 'happi', 'readi', 'sport', 'motiv', 'ski', 'enjoy']","['totally', 'ready', 'coming', 'tomorrow', 'head', 'kid', 'skiing', 'happy', 'ready', 'sport', 'motivation', 'ski', 'enjoy']"
2252,1173303088205193216,St. Andrew's Alumni,2019-09-15 18:30:29,972,677,"['men', 'amp', 'women', 'hockey', 'teams', 'drawn', 'qualification', 'playoffs', 'men', 'travel', 'matches', 'amp', 'women', 'home', 'advantage', 'matches', 'amp', 'donnybrook']","['men', 'amp', 'women', 'hockey', 'team', 'drawn', 'qualif', 'playoff', 'men', 'travel', 'match', 'amp', 'women', 'home', 'advantag', 'match', 'amp', 'donnybrook']","['men', 'amp', 'woman', 'hockey', 'team', 'drawn', 'qualification', 'playoff', 'men', 'travel', 'match', 'amp', 'woman', 'home', 'advantage', 'match', 'amp', 'donnybrook']"
2253,1173178714609410048,JonPalmerSport,2019-09-15 10:16:16,7378,2543,"['away', 'day', 'blues', 'banished', 'last', 'one', 'player', 'gives', 'best', 'display', 'club', 'far', 'shows', 'sprinter', 'verdict', 'town', 'win', 'city']","['away', 'day', 'blue', 'banish', 'last', 'one', 'player', 'give', 'best', 'display', 'club', 'far', 'show', 'sprinter', 'verdict', 'town', 'win', 'citi']","['away', 'day', 'blue', 'banished', 'last', 'one', 'player', 'give', 'best', 'display', 'club', 'far', 'show', 'sprinter', 'verdict', 'town', 'win', 'city']"
2255,1173303084824633344,Ireland Active,2019-09-15 18:30:28,3784,3222,"['miss', 'opportunity', 'participate', 'week', 'sport', 'wide', 'range', 'activities', 'taking', 'place', 'country', 'visit', 'active', 'sport']","['miss', 'opportun', 'particip', 'week', 'sport', 'wide', 'rang', 'activ', 'take', 'place', 'countri', 'visit', 'activ', 'sport']","['miss', 'opportunity', 'participate', 'week', 'sport', 'wide', 'range', 'activity', 'taking', 'place', 'country', 'visit', 'active', 'sport']"
2256,1173249879612674048,Zagicroft,2019-09-15 14:59:03,273,175,"['introduce', 'technical', 'eliminate', 'human', 'error', 'bias', 'really', 'want', 'make', 'sport', 'popular', 'like', 'football', 'figure']","['introduc', 'technic', 'elimin', 'human', 'error', 'bia', 'realli', 'want', 'make', 'sport', 'popular', 'like', 'footbal', 'figur']","['introduce', 'technical', 'eliminate', 'human', 'error', 'bias', 'really', 'want', 'make', 'sport', 'popular', 'like', 'football', 'figure']"
2258,1173303068382900224,Theo Anders Short,2019-09-15 18:30:25,139,595,"['sport', 'arsenal', 'talk', 'please']","['sport', 'arsen', 'talk', 'pleas']","['sport', 'arsenal', 'talk', 'please']"
2259,1173303067254636544,Charlie,2019-09-15 18:30:24,832,538,"['entertaining', 'st', 'half', 'perfect', 'hell', 'lot', 'better', 'last', 'weeks', 'st', 'half']","['entertain', 'st', 'half', 'perfect', 'hell', 'lot', 'better', 'last', 'week', 'st', 'half']","['entertaining', 'st', 'half', 'perfect', 'hell', 'lot', 'better', 'last', 'week', 'st', 'half']"
2260,1173303066113847299,Toffees Addict,2019-09-15 18:30:24,421,543,"['frustrated', 'defensive', 'woes', 'defeat', 'talk', 'sport']","['frustrat', 'defens', 'woe', 'defeat', 'talk', 'sport']","['frustrated', 'defensive', 'woe', 'defeat', 'talk', 'sport']"
2262,1173303064784187392,Ginginburger,2019-09-15 18:30:24,426,744,"['ruining', 'sport']","['ruin', 'sport']","['ruining', 'sport']"
2263,1173273021156605955,JeffCarnage,2019-09-15 16:31:01,2672,2017,"['sport', 'bloody', 'hell']","['sport', 'bloodi', 'hell']","['sport', 'bloody', 'hell']"
2264,1172827582301167617,BBCWales,2019-09-14 11:01:00,185828,233,"['quickly', 'established', 'one', 'exciting', 'heavyweights', 'talent', 'got', 'far', 'world', 'boxing', 'mavericks', 'sport', 'lost', 'heroes', 'bomber', 'rocky', 'catch']","['quickli', 'establish', 'one', 'excit', 'heavyweight', 'talent', 'got', 'far', 'world', 'box', 'maverick', 'sport', 'lost', 'hero', 'bomber', 'rocki', 'catch']","['quickly', 'established', 'one', 'exciting', 'heavyweight', 'talent', 'got', 'far', 'world', 'boxing', 'maverick', 'sport', 'lost', 'hero', 'bomber', 'rocky', 'catch']"
2265,1173303055359590400,Jack McGee,2019-09-15 18:30:21,61,78,"['says', 'practiced', 'sport', 'years', 'therefore', 'already', 'lot', 'experience', 'sport', 'consists', 'parachute', 'jump', 'made', 'fixed', 'platform']","['say', 'practic', 'sport', 'year', 'therefor', 'alreadi', 'lot', 'experi', 'sport', 'consist', 'parachut', 'jump', 'made', 'fix', 'platform']","['say', 'practiced', 'sport', 'year', 'therefore', 'already', 'lot', 'experience', 'sport', 'consists', 'parachute', 'jump', 'made', 'fixed', 'platform']"
2266,1173303053296033798,Grauniad Newspepar,2019-09-15 18:30:21,198,0,"['win', 'fifth', 'test', 'draw', 'ashes', 'series', 'keep', 'urn']","['win', 'fifth', 'test', 'draw', 'ash', 'seri', 'keep', 'urn']","['win', 'fifth', 'test', 'draw', 'ash', 'series', 'keep', 'urn']"
2267,1173303050360053762,jard,2019-09-15 18:30:20,167,137,['sport'],['sport'],['sport']
2268,1173251294745845765,urbanhorsedoc,2019-09-15 15:04:41,4163,4101,"['something', 'england', 'example', 'single', 'oversight', 'groups', 'sport', 'rather', 'mismatched', 'set', 'state', 'state', 'regulatory', 'pockets']","['someth', 'england', 'exampl', 'singl', 'oversight', 'group', 'sport', 'rather', 'mismatch', 'set', 'state', 'state', 'regulatori', 'pocket']","['something', 'england', 'example', 'single', 'oversight', 'group', 'sport', 'rather', 'mismatched', 'set', 'state', 'state', 'regulatory', 'pocket']"
2275,1173303027958276098,Simon Dixon,2019-09-15 18:30:15,180,381,"['news', 'scores', 'two', 'three', 'minutes']","['news', 'score', 'two', 'three', 'minut']","['news', 'score', 'two', 'three', 'minute']"
2276,1173303025173241856,Project 500,2019-09-15 18:30:14,5749,2318,"['bringing', 'workshop', 'popular', 'event', 'supported', 'find', 'matchplay', 'cards', 'help', 'players', 'drive', 'game']","['bring', 'workshop', 'popular', 'event', 'support', 'find', 'matchplay', 'card', 'help', 'player', 'drive', 'game']","['bringing', 'workshop', 'popular', 'event', 'supported', 'find', 'matchplay', 'card', 'help', 'player', 'drive', 'game']"
2277,1173303022669242368,FWP Prem League,2019-09-15 18:30:14,902,72,"['news', 'admits', 'arsenal', 'scared', 'via', 'sport']","['news', 'admit', 'arsen', 'scare', 'via', 'sport']","['news', 'admits', 'arsenal', 'scared', 'via', 'sport']"
2278,1173303015647981570,Ross Williams,2019-09-15 18:30:12,233,1366,"['sport', 'people', 'ever', 'fought', 'front', 'bitter', 'warren']","['sport', 'peopl', 'ever', 'fought', 'front', 'bitter', 'warren']","['sport', 'people', 'ever', 'fought', 'front', 'bitter', 'warren']"
2279,1173277725211156480,SunChelsea,2019-09-15 16:49:42,46106,4,"['sacking', 'left', 'stars', 'pieces', 'crying']","['sack', 'left', 'star', 'piec', 'cri']","['sacking', 'left', 'star', 'piece', 'cry']"
2280,1173274837738901504,LFAirshows,2019-09-15 16:38:14,42,139,"['fun', 'fact', 'lightnings', 'pilots', 'reno', 'racers', 'attending', 'races', 'decades', 'team', 'lead', 'none', 'sport', 'class', 'president', 'bob', 'mills', 'heart']","['fun', 'fact', 'lightn', 'pilot', 'reno', 'racer', 'attend', 'race', 'decad', 'team', 'lead', 'none', 'sport', 'class', 'presid', 'bob', 'mill', 'heart']","['fun', 'fact', 'lightning', 'pilot', 'reno', 'racer', 'attending', 'race', 'decade', 'team', 'lead', 'none', 'sport', 'class', 'president', 'bob', 'mill', 'heart']"
2281,1173303008521785345,PropertyMenu.com,2019-09-15 18:30:10,557,2577,"['huge', 'new', 'ice', 'skating', 'two', 'rinks', 'planned']","['huge', 'new', 'ice', 'skate', 'two', 'rink', 'plan']","['huge', 'new', 'ice', 'skating', 'two', 'rink', 'planned']"
2282,1173303008316334080,Gary Kavanagh,2019-09-15 18:30:10,524,1794,"['mix', 'problem', 'pretty', 'much', 'problem', 'throughout', 'boxing', 'sport', 'shit']","['mix', 'problem', 'pretti', 'much', 'problem', 'throughout', 'box', 'sport', 'shit']","['mix', 'problem', 'pretty', 'much', 'problem', 'throughout', 'boxing', 'sport', 'shit']"
2285,1173296673126141952,YPSport,2019-09-15 18:05:00,7005,775,"['analysis', 'miles', 'separate', 'west', 'foes', 'served', 'entertaining', 'derby', 'despite', 'goals', 'coming', 'premium', 'chances', 'watches', 'defeat']","['analysi', 'mile', 'separ', 'west', 'foe', 'serv', 'entertain', 'derbi', 'despit', 'goal', 'come', 'premium', 'chanc', 'watch', 'defeat']","['analysis', 'mile', 'separate', 'west', 'foe', 'served', 'entertaining', 'derby', 'despite', 'goal', 'coming', 'premium', 'chance', 'watch', 'defeat']"
2286,1173302980357042178,casey,2019-09-15 18:30:04,297,948,"['oh', 'god', 'get', 'ready', 'week', 'scalding', 'hot', 'takes', 'overabundance', 'video', 'review', 'sport', 'already', 'well', 'established', 'overabundance', 'video', 'review']","['oh', 'god', 'get', 'readi', 'week', 'scald', 'hot', 'take', 'overabund', 'video', 'review', 'sport', 'alreadi', 'well', 'establish', 'overabund', 'video', 'review']","['oh', 'god', 'get', 'ready', 'week', 'scalding', 'hot', 'take', 'overabundance', 'video', 'review', 'sport', 'already', 'well', 'established', 'overabundance', 'video', 'review']"
2287,1173302975227412480,Revolting Lesbians,2019-09-15 18:30:02,529,832,"['ladies', 'final', 'attracts', 'record', 'breaking', 'crowd']","['ladi', 'final', 'attract', 'record', 'break', 'crowd']","['lady', 'final', 'attracts', 'record', 'breaking', 'crowd']"
2288,1173156049987264512,BBCSport,2019-09-15 08:46:13,8015188,315,"['never', 'remember', 'start', 'great', 'film', 'going', 'great', 'film', 'going', 'great', 'journey', 'boss', 'hill', 'letting', 'latest', 'hammering', 'dampen', 'spirits']","['never', 'rememb', 'start', 'great', 'film', 'go', 'great', 'film', 'go', 'great', 'journey', 'boss', 'hill', 'let', 'latest', 'hammer', 'dampen', 'spirit']","['never', 'remember', 'start', 'great', 'film', 'going', 'great', 'film', 'going', 'great', 'journey', 'bos', 'hill', 'letting', 'latest', 'hammering', 'dampen', 'spirit']"
2289,1170785123417149441,BBCWales,2019-09-08 19:45:00,185828,233,"['boxing', 'life', 'taken', 'away', 'go', 'without', 'fight', 'mavericks', 'sport', 'lost', 'heroes', 'bomber', 'rocky', 'pm', 'wales']","['box', 'life', 'taken', 'away', 'go', 'without', 'fight', 'maverick', 'sport', 'lost', 'hero', 'bomber', 'rocki', 'pm', 'wale']","['boxing', 'life', 'taken', 'away', 'go', 'without', 'fight', 'maverick', 'sport', 'lost', 'hero', 'bomber', 'rocky', 'pm', 'wale']"
2290,1173302969086988288,Depressed Giants Fan (0-16),2019-09-15 18:30:01,47,140,"['wait', 'wrong', 'sport']","['wait', 'wrong', 'sport']","['wait', 'wrong', 'sport']"
2291,1173302967166017541,AT&T Help,2019-09-15 18:30:00,198716,20136,"['hello', 'thanks', 'reaching', 'code', 'dealing', 'sport', 'blackouts', 'learn', 'tool']","['hello', 'thank', 'reach', 'code', 'deal', 'sport', 'blackout', 'learn', 'tool']","['hello', 'thanks', 'reaching', 'code', 'dealing', 'sport', 'blackout', 'learn', 'tool']"
2292,1173302966981419009,Unfitforpurpose,2019-09-15 18:30:00,2372,327,"['long', 'read', 'covers', 'ground', 'point', 'may', 'interested']","['long', 'read', 'cover', 'ground', 'point', 'may', 'interest']","['long', 'read', 'cover', 'ground', 'point', 'may', 'interested']"
2296,1173302964536119296,Hull City News ,2019-09-15 18:30:00,5517,108,"['messed', 'taking', 'social', 'media', 'hull', 'city', 'clash']","['mess', 'take', 'social', 'media', 'hull', 'citi', 'clash']","['messed', 'taking', 'social', 'medium', 'hull', 'city', 'clash']"
2298,1173302964481658880,Irish Daily Mirror,2019-09-15 18:30:00,38117,899,"['win', 'cup', 'justifies', 'inclusion', 'putting', 'winner']","['win', 'cup', 'justifi', 'inclus', 'put', 'winner']","['win', 'cup', 'justifies', 'inclusion', 'putting', 'winner']"
2299,1173302964271890432,Off The Ball,2019-09-15 18:30:00,109424,1354,"['players', 'comes']","['player', 'come']","['player', 'come']"
2301,1173302964141920258,Irish Mirror Sport,2019-09-15 18:30:00,1755,1261,"['seal', 'third', 'ladies', 'football', 'championship', 'row']","['seal', 'third', 'ladi', 'footbal', 'championship', 'row']","['seal', 'third', 'lady', 'football', 'championship', 'row']"
2302,1173302964104179713,Everton FC News,2019-09-15 18:30:00,55043,2148,"['gave', 'three', 'goals', 'easily', 'opponents', 'want', 'give', 'credit', 'away', 'fault', 'clear']","['gave', 'three', 'goal', 'easili', 'oppon', 'want', 'give', 'credit', 'away', 'fault', 'clear']","['gave', 'three', 'goal', 'easily', 'opponent', 'want', 'give', 'credit', 'away', 'fault', 'clear']"
2303,1173302958240518150,Billy Chapel,2019-09-15 18:29:58,54,729,"['e', 'g', 'l', 'e', 'covering', 'dying', 'sport']","['e', 'g', 'l', 'e', 'cover', 'die', 'sport']","['e', 'g', 'l', 'e', 'covering', 'dying', 'sport']"
2305,1173302949088546817,Independent Sport,2019-09-15 18:29:56,67455,288,"['team', 'win', 'years', 'different', 'class']","['team', 'win', 'year', 'differ', 'class']","['team', 'win', 'year', 'different', 'class']"
2306,1173302945175105536,________________,2019-09-15 18:29:55,429,924,"['sound', 'like', 'sharing', 'cab', 'sport']","['sound', 'like', 'share', 'cab', 'sport']","['sound', 'like', 'sharing', 'cab', 'sport']"
2307,1173302935599665156,igrek,2019-09-15 18:29:53,241,137,"['ton', 'sport']","['ton', 'sport']","['ton', 'sport']"
